date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:18:14	29838/29838	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2005%20Jan%202017%2013:08:24%20GMT	http://healthadmin.thememinister.com/assets/plugins/emojionearea/emojionearea.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/emojionearea/emojionearea.min.js	(from http://healthadmin.thememinister.com/)
12:18:15	24862/24862	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2014%20Feb%202017%2018:33:12%20GMT	http://healthadmin.thememinister.com/assets/plugins/monthly/monthly.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/monthly/monthly.js	(from http://healthadmin.thememinister.com/)
12:18:15	142903/142903	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2025%20Oct%202016%2010:32:06%20GMT	http://healthadmin.thememinister.com/assets/plugins/datamaps/d3.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/datamaps/d3.min.js	(from http://healthadmin.thememinister.com/)
12:18:15	140398/140398	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Jan%202017%2013:54:24%20GMT	http://healthadmin.thememinister.com/assets/plugins/datamaps/datamaps.all.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/datamaps/datamaps.all.min.js	(from http://healthadmin.thememinister.com/)
12:18:15	1402/1402	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202017%2017:14:24%20GMT	http://healthadmin.thememinister.com/assets/dist/js/custom.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/js/custom.js	(from http://healthadmin.thememinister.com/)
12:18:16	148683/148683	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2016:23:54%20GMT	http://healthadmin.thememinister.com/assets/plugins/chartJs/Chart.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/chartJs/Chart.min.js	(from http://healthadmin.thememinister.com/)
12:18:17	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Dec%202016%2012:41:10%20GMT	http://healthadmin.thememinister.com/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://healthadmin.thememinister.com/assets/bootstrap/css/bootstrap.min.css)
12:18:19	18028/18028	---M--	200	added ('OK')	font/woff2	date:Mon,%2026%20Dec%202016%2012:41:10%20GMT	http://healthadmin.thememinister.com/assets/bootstrap/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/bootstrap/fonts/glyphicons-halflings-regular.woff2	(from http://healthadmin.thememinister.com/assets/bootstrap/css/bootstrap.min.css)
12:18:19	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Dec%202016%2012:41:10%20GMT	http://healthadmin.thememinister.com/assets/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://healthadmin.thememinister.com/assets/bootstrap/css/bootstrap.min.css)
12:18:20	23424/23424	---M--	200	added ('OK')	font/woff	date:Mon,%2026%20Dec%202016%2012:41:10%20GMT	http://healthadmin.thememinister.com/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://healthadmin.thememinister.com/assets/bootstrap/css/bootstrap.min.css)
12:18:20	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Dec%202016%2012:41:10%20GMT	http://healthadmin.thememinister.com/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	(from http://healthadmin.thememinister.com/assets/bootstrap/css/bootstrap.min.css)
12:18:21	45404/45404	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2026%20Dec%202016%2012:41:10%20GMT	http://healthadmin.thememinister.com/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from http://healthadmin.thememinister.com/assets/bootstrap/css/bootstrap.min.css)
12:18:34	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Dec%202016%2012:42:22%20GMT	http://healthadmin.thememinister.com/assets/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://healthadmin.thememinister.com/assets/font-awesome/css/font-awesome.min.css)
12:18:34	77160/77160	---M--	200	added ('OK')	font/woff2	date:Mon,%2026%20Dec%202016%2012:42:22%20GMT	http://healthadmin.thememinister.com/assets/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from http://healthadmin.thememinister.com/assets/font-awesome/css/font-awesome.min.css)
12:18:36	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Dec%202016%2012:42:22%20GMT	http://healthadmin.thememinister.com/assets/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://healthadmin.thememinister.com/assets/font-awesome/css/font-awesome.min.css)
12:18:41	98024/98024	---M--	200	added ('OK')	font/woff	date:Mon,%2026%20Dec%202016%2012:42:22%20GMT	http://healthadmin.thememinister.com/assets/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://healthadmin.thememinister.com/assets/font-awesome/css/font-awesome.min.css)
12:18:41	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Dec%202016%2012:42:22%20GMT	http://healthadmin.thememinister.com/assets/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://healthadmin.thememinister.com/assets/font-awesome/css/font-awesome.min.css)
12:18:44	58680/58680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2028%20Dec%202016%2015:59:52%20GMT	http://healthadmin.thememinister.com/assets/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.eot?d7yf1v	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.eot	(from http://healthadmin.thememinister.com/assets/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
12:18:46	58680/58680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2028%20Dec%202016%2015:59:52%20GMT	http://healthadmin.thememinister.com/assets/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.eot?	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/pe-icon-7-stroke/fonts/Pe-icon-7-stroked41d.eot	(from http://healthadmin.thememinister.com/assets/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
12:18:50	164020/164020	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2028%20Dec%202016%2015:59:52%20GMT	http://healthadmin.thememinister.com/assets/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.svg?d7yf1v	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.svg	(from http://healthadmin.thememinister.com/assets/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
12:18:50	58480/58480	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2028%20Dec%202016%2015:59:52%20GMT	http://healthadmin.thememinister.com/assets/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.ttf?d7yf1v	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.ttf	(from http://healthadmin.thememinister.com/assets/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
12:18:51	58556/58556	---M--	200	added ('OK')	font/woff	date:Wed,%2028%20Dec%202016%2015:59:52%20GMT	http://healthadmin.thememinister.com/assets/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.woff?d7yf1v	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.woff	(from http://healthadmin.thememinister.com/assets/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
12:18:52	165548/165548	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2026%20Dec%202016%2012:42:22%20GMT	http://healthadmin.thememinister.com/assets/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://healthadmin.thememinister.com/assets/font-awesome/css/font-awesome.min.css)
12:18:57	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2021%20Jan%202017%2013:50:58%20GMT	http://healthadmin.thememinister.com/assets/themify-icons/fonts/themify.eot?-fvbane	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/themify-icons/fonts/themify9f24.eot	(from http://healthadmin.thememinister.com/assets/themify-icons/themify-icons.css)
12:18:58	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2021%20Jan%202017%2013:50:58%20GMT	http://healthadmin.thememinister.com/assets/themify-icons/fonts/themify.eot?	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/themify-icons/fonts/themifyd41d.eot	(from http://healthadmin.thememinister.com/assets/themify-icons/themify-icons.css)
12:19:01	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2021%20Jan%202017%2013:50:58%20GMT	http://healthadmin.thememinister.com/assets/themify-icons/fonts/themify.svg?-fvbane	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/themify-icons/fonts/themify9f24.svg	(from http://healthadmin.thememinister.com/assets/themify-icons/themify-icons.css)
12:19:02	78584/78584	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2021%20Jan%202017%2013:50:58%20GMT	http://healthadmin.thememinister.com/assets/themify-icons/fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/themify-icons/fonts/themify9f24.ttf	(from http://healthadmin.thememinister.com/assets/themify-icons/themify-icons.css)
12:19:02	56108/56108	---M--	200	added ('OK')	font/woff	date:Sat,%2021%20Jan%202017%2013:50:58%20GMT	http://healthadmin.thememinister.com/assets/themify-icons/fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/themify-icons/fonts/themify9f24.woff	(from http://healthadmin.thememinister.com/assets/themify-icons/themify-icons.css)
12:19:03	1312/1312	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Feb%202017%2010:34:46%20GMT	http://healthadmin.thememinister.com/assets/dist/img/twitter_corner_black.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/twitter_corner_black.png	(from http://healthadmin.thememinister.com/assets/dist/css/stylehealth.min.css)
12:19:08	37323/37323	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Jan%202017%2011:36:34%20GMT	http://healthadmin.thememinister.com/assets/dist/img/avatar.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/avatar.png	(from http://healthadmin.thememinister.com/assets/dist/css/stylehealth.min.css)
12:19:09	1316/1316	---MCZ	200	added ('OK')	text/css	date:Wed,%2015%20Feb%202017%2011:49:42%20GMT	http://healthadmin.thememinister.com/assets/plugins/bootstrap-wysihtml5/bootstrap-wysihtml5.css	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/bootstrap-wysihtml5/bootstrap-wysihtml5.css	(from http://healthadmin.thememinister.com/forms_basic.html)
12:19:28	175522/175522	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Feb%202017%2012:47:24%20GMT	http://healthadmin.thememinister.com/assets/dist/img/boxed-bg.jpg	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/boxed-bg.jpg	(from http://healthadmin.thememinister.com/assets/dist/css/stylehealth.min.css)
12:19:28	118589/118589	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Mar%202017%2015:37:08%20GMT	http://healthadmin.thememinister.com/assets/dist/img/d3.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/d3.png	(from http://healthadmin.thememinister.com/table.html)
12:19:29	3910/3910	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2006:34:29%20GMT	http://healthadmin.thememinister.com/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/cdn-cgi/l/email-protection.html	(from http://healthadmin.thememinister.com/table.html)
12:19:29	3057/3057	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Mar%202017%2015:38:40%20GMT	http://healthadmin.thememinister.com/assets/dist/img/d4.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/d4.png	(from http://healthadmin.thememinister.com/table.html)
12:19:30	1089/1089	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b44848f-441%22	http://healthadmin.thememinister.com/cdn-cgi/scripts/f2bf09f8/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/cdn-cgi/scripts/f2bf09f8/cloudflare-static/email-decode.min.js	(from http://healthadmin.thememinister.com/table.html)
12:19:34	197592/197592	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Feb%202017%2014:00:32%20GMT	http://healthadmin.thememinister.com/assets/dist/img/The-Lion-King-Desktop-1024x640.jpg	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/The-Lion-King-Desktop-1024x640.jpg	(from http://healthadmin.thememinister.com/assets/dist/css/stylehealth.min.css)
12:19:47	76525/76525	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Mar%202017%2012:25:12%20GMT	http://healthadmin.thememinister.com/assets/dist/img/w3.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/w3.png	(from http://healthadmin.thememinister.com/pt-list.html)
12:19:49	309366/309366	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Jan%202017%2015:06:42%20GMT	http://healthadmin.thememinister.com/assets/dist/img/profile-bg.jpg	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/profile-bg.jpg	(from http://healthadmin.thememinister.com/assets/dist/css/stylehealth.min.css)
12:19:55	171497/171497	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Mar%202017%2015:36:56%20GMT	http://healthadmin.thememinister.com/assets/dist/img/d2.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/d2.png	(from http://healthadmin.thememinister.com/table.html)
12:20:22	325232/325232	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Mar%202017%2012:24:28%20GMT	http://healthadmin.thememinister.com/assets/dist/img/m1.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/m1.png	(from http://healthadmin.thememinister.com/pt-list.html)
12:20:23	26681/26681	---MCZ	200	added ('OK')	text/css	date:Mon,%2016%20Jan%202017%2013:06:22%20GMT	http://healthadmin.thememinister.com/assets/weather-icons/css/weather-icons.min.css	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/weather-icons/css/weather-icons.min.css	(from http://healthadmin.thememinister.com/widgets.html)
12:20:28	235106/235106	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Mar%202017%2012:27:12%20GMT	http://healthadmin.thememinister.com/assets/dist/img/w9.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/w9.png	(from http://healthadmin.thememinister.com/pt-list.html)
12:20:29	325/325	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Jul%202018%2006:35:29%20GMT	http://healthadmin.thememinister.com/lab-list	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/lab-list.87.delayed	(from http://healthadmin.thememinister.com/add-emp.html)
12:20:31	271676/271676	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Mar%202017%2012:27:02%20GMT	http://healthadmin.thememinister.com/assets/dist/img/w4.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/w4.png	(from http://healthadmin.thememinister.com/pt-list.html)
12:20:32	61379/61379	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202017%2013:31:00%20GMT	http://healthadmin.thememinister.com/assets/dist/img/weather_image.jpg	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/weather_image.jpg	(from http://healthadmin.thememinister.com/widgets.html)
12:20:42	291329/291329	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Mar%202017%2012:27:26%20GMT	http://healthadmin.thememinister.com/assets/dist/img/w5.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/w5.png	(from http://healthadmin.thememinister.com/pt-list.html)
12:20:42	85960/85960	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Mar%202017%2012:25:18%20GMT	http://healthadmin.thememinister.com/assets/dist/img/w1.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/w1.png	(from http://healthadmin.thememinister.com/emp-list.html)
12:20:44	5137/5137	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Mar%202017%2012:23:02%20GMT	http://healthadmin.thememinister.com/assets/dist/img/m3.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/m3.png	(from http://healthadmin.thememinister.com/ph-list.html)
12:20:51	112902/112902	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Mar%202017%2012:24:50%20GMT	http://healthadmin.thememinister.com/assets/dist/img/w6.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/w6.png	(from http://healthadmin.thememinister.com/emp-list.html)
12:20:53	49845/49845	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:32:32%20GMT	http://healthadmin.thememinister.com/compose.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/compose.html	(from http://healthadmin.thememinister.com/mailbox.html)
12:20:56	53296/53296	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:47:04%20GMT	http://healthadmin.thememinister.com/mailDetails.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/mailDetails.html	(from http://healthadmin.thememinister.com/mailbox.html)
12:20:57	372/372	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Jul%202018%2006:35:58%20GMT	http://healthadmin.thememinister.com/assets/dist/img/ico/apple-touch-icon-57-precomposed.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/ico/apple-touch-icon-57-precomposed.png	(from http://healthadmin.thememinister.com/forget_password.html)
12:20:58	372/372	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Jul%202018%2006:35:58%20GMT	http://healthadmin.thememinister.com/assets/dist/img/ico/apple-touch-icon-72-precomposed.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/ico/apple-touch-icon-72-precomposed.png	(from http://healthadmin.thememinister.com/forget_password.html)
12:20:58	373/373	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Jul%202018%2006:35:59%20GMT	http://healthadmin.thememinister.com/assets/dist/img/ico/apple-touch-icon-114-precomposed.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/ico/apple-touch-icon-114-precomposed.png	(from http://healthadmin.thememinister.com/forget_password.html)
12:20:58	178247/178247	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Mar%202017%2012:26:12%20GMT	http://healthadmin.thememinister.com/assets/dist/img/w7.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/w7.png	(from http://healthadmin.thememinister.com/emp-list.html)
12:20:58	373/373	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Jul%202018%2006:35:59%20GMT	http://healthadmin.thememinister.com/assets/dist/img/ico/apple-touch-icon-144-precomposed.png	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/dist/img/ico/apple-touch-icon-144-precomposed.png	(from http://healthadmin.thememinister.com/forget_password.html)
12:20:59	9129/9129	---MCZ	200	added ('OK')	text/css	date:Tue,%2007%20Feb%202017%2016:25:58%20GMT	http://healthadmin.thememinister.com/assets/socicon/social.css	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/socicon/social.css	(from http://healthadmin.thememinister.com/lockscreen.html)
12:20:59	14902/14902	---MCZ	200	added ('OK')	text/css	date:Sun,%2030%20Apr%202017%2011:26:50%20GMT	http://healthadmin.thememinister.com/assets/plugins/fullcalendar/fullcalendar.min.css	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/fullcalendar/fullcalendar.min.css	(from http://healthadmin.thememinister.com/calender.html)
12:21:00	1900/1900	---MCZ	200	added ('OK')	text/css	date:Tue,%2003%20Jan%202017%2017:15:40%20GMT	http://healthadmin.thememinister.com/assets/plugins/fullcalendar/fullcalendar.print.min.css	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/fullcalendar/fullcalendar.print.min.css	(from http://healthadmin.thememinister.com/calender.html)
12:21:04	61317/61317	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2003%20Jan%202017%2017:15:42%20GMT	http://healthadmin.thememinister.com/assets/plugins/fullcalendar/lib/moment.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/fullcalendar/lib/moment.min.js	(from http://healthadmin.thememinister.com/calender.html)
12:21:05	28071/28071	---MCZ	200	added ('OK')	text/css	date:Thu,%2029%20Dec%202016%2013:04:08%20GMT	http://healthadmin.thememinister.com/assets/plugins/bootstrap-social/bootstrap-social.css	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/bootstrap-social/bootstrap-social.css	(from http://healthadmin.thememinister.com/buttons.html)
12:21:06	131384/131384	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Feb%202017%2011:26:12%20GMT	http://healthadmin.thememinister.com/assets/plugins/fullcalendar/fullcalendar.min.js	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/fullcalendar/fullcalendar.min.js	(from http://healthadmin.thememinister.com/calender.html)
12:21:07	129732/129732	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:41:42%20GMT	http://healthadmin.thememinister.com/icon_socicon.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/icon_socicon.html	(from http://healthadmin.thememinister.com/icons_fontawesome.html)
12:21:08	147299/147299	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:42:32%20GMT	http://healthadmin.thememinister.com/icons_line.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/icons_line.html	(from http://healthadmin.thememinister.com/icons_fontawesome.html)
12:21:09	223456/223456	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:42:56%20GMT	http://healthadmin.thememinister.com/icons_material.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/icons_material.html	(from http://healthadmin.thememinister.com/icons_fontawesome.html)
12:21:10	141105/141105	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:43:24%20GMT	http://healthadmin.thememinister.com/icons_pe.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/icons_pe.html	(from http://healthadmin.thememinister.com/icons_fontawesome.html)
12:21:10	128489/128489	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:41:56%20GMT	http://healthadmin.thememinister.com/icons_bootstrap.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/icons_bootstrap.html	(from http://healthadmin.thememinister.com/icons_fontawesome.html)
12:21:11	73719/73719	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20May%202017%2016:40:54%20GMT	http://healthadmin.thememinister.com/icheck_toggle_pagination.html	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/icheck_toggle_pagination.html	(from http://healthadmin.thememinister.com/icons_fontawesome.html)
12:21:12	3661/3661	---MCZ	200	added ('OK')	text/css	date:Thu,%2023%20Feb%202017%2011:56:48%20GMT	http://healthadmin.thememinister.com/assets/plugins/NotificationStyles/css/demo.css	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/NotificationStyles/css/demo.css	(from http://healthadmin.thememinister.com/notification.html)
12:21:12	1354/1354	---MCZ	200	added ('OK')	text/css	date:Sat,%2014%20Jan%202017%2015:22:22%20GMT	http://healthadmin.thememinister.com/assets/plugins/NotificationStyles/css/ns-default.css	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/NotificationStyles/css/ns-default.css	(from http://healthadmin.thememinister.com/notification.html)
12:21:13	45787/45787	---MCZ	200	added ('OK')	text/css	date:Thu,%2023%20Feb%202017%2011:53:34%20GMT	http://healthadmin.thememinister.com/assets/plugins/NotificationStyles/css/ns-style-growl.css	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/NotificationStyles/css/ns-style-growl.css	(from http://healthadmin.thememinister.com/notification.html)
12:21:13	5532/5532	---MCZ	200	added ('OK')	text/css	date:Thu,%2023%20Feb%202017%2011:32:50%20GMT	http://healthadmin.thememinister.com/assets/plugins/NotificationStyles/css/ns-style-attached.css	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/NotificationStyles/css/ns-style-attached.css	(from http://healthadmin.thememinister.com/notification.html)
12:21:14	5723/5723	---MCZ	200	added ('OK')	text/css	date:Sat,%2014%20Jan%202017%2015:25:20%20GMT	http://healthadmin.thememinister.com/assets/plugins/NotificationStyles/css/ns-style-bar.css	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/NotificationStyles/css/ns-style-bar.css	(from http://healthadmin.thememinister.com/notification.html)
12:21:14	29536/29536	---MCZ	200	added ('OK')	text/css	date:Thu,%2023%20Feb%202017%2011:59:20%20GMT	http://healthadmin.thememinister.com/assets/plugins/NotificationStyles/css/ns-style-other.css	C:/My%20Web%20Sites/Health%20Care/healthadmin.thememinister.com/assets/plugins/NotificationStyles/css/ns-style-other.css	(from http://healthadmin.thememinister.com/notification.html)
